name,url,author,num_watch,num_stars,num_forks,num_open_issues,last_updated
awesome-julia,https://github.com/melvin0008/awesome-julia,melvin0008,6,6,4,0,2014-12-30T12:37:36Z
awesome-knockout,https://github.com/dnbard/awesome-knockout,dnbard,30,30,1,4,2014-09-30T09:01:58Z
awesome-koans,https://github.com/ahmdrefat/awesome-koans,ahmdrefat,109,109,13,3,2014-05-09T06:12:28Z
awesome-laravel,https://github.com/chiraggude/awesome-laravel,chiraggude,1231,1231,242,5,2014-07-30T08:39:02Z
awesome-laravel,https://github.com/TimothyDJones/awesome-laravel,TimothyDJones,79,79,15,2,2014-09-12T18:05:32Z
awesome-linguistics,https://github.com/sexybiggetje/awesome-linguistics,theimpossibleastronaut,16,16,2,0,2014-10-18T12:20:07Z
awesome-linuxaudio,https://github.com/nodiscc/awesome-linuxaudio,nodiscc,15,15,2,1,2014-12-22T01:58:19Z
awesome-logging,https://github.com/roundrobin/awesome-logging,roundrobin,2,2,0,0,2014-10-24T21:21:00Z
awesome-lua,https://github.com/forhappy/awesome-lua,forhappy,80,80,7,1,2014-07-26T16:15:11Z
awesome-lua,https://github.com/LewisJEllis/awesome-lua,LewisJEllis,591,591,51,2,2014-08-17T12:02:39Z
awesome-luvit,https://github.com/luvit/awesome-luvit,luvit,5,5,0,0,2014-08-15T16:34:21Z
awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,josephmisiti,6872,6872,1423,2,2014-07-15T19:11:19Z
awesome-malware-analysis,https://github.com/rshipp/awesome-malware-analysis,rshipp,324,324,68,2,2015-05-09T03:39:28Z
awesome-meteor,https://github.com/gillesfabio/awesome-meteor,Urigo,141,141,21,2,2014-06-20T15:42:59Z
awesome-mesos,https://github.com/dharmeshkakadia/awesome-mesos,dharmeshkakadia,119,119,16,1,2014-10-04T06:01:26Z
awesome-mesos,https://github.com/parolkar/awesome-mesos,parolkar,1,1,1,0,2014-10-19T11:08:03Z
awesome-newsletters,https://github.com/vredniy/awesome-newsletters,vredniy,69,69,3,0,2015-08-06T13:45:52Z
awesome-nodejs,https://github.com/sindresorhus/awesome-nodejs,sindresorhus,7925,7925,783,1,2014-07-11T13:35:34Z
awesome-nodejs,https://github.com/vndmtrx/awesome-nodejs,vndmtrx,692,692,87,0,2014-07-01T20:26:09Z
awesome-ntnu,https://github.com/michaelmcmillan/awesome-ntnu,michaelmcmillan,11,11,4,1,2015-05-01T08:36:36Z
awesome-objc-frameworks,https://github.com/XCGit/awesome-objc-frameworks,XCGit,38,38,15,0,2015-08-07T07:28:04Z
awesome-apple,https://github.com/joeljfischer/awesome-objc-swift,joeljfischer,432,432,63,2,2014-07-14T17:37:47Z
awesome-ocaml,https://github.com/rizo/awesome-ocaml,rizo,368,368,23,4,2014-07-24T12:57:22Z
awesome-open-science,https://github.com/silky/awesome-open-science,silky,18,18,3,0,2014-09-15T23:27:17Z
awesome-pcaptools,https://github.com/caesar0301/awesome-pcaptools,caesar0301,163,163,25,3,2012-05-23T03:57:49Z
awesome-pentest,https://github.com/enaqx/awesome-pentest,enaqx,448,448,150,0,2014-08-03T23:13:53Z
awesome-perl,https://github.com/hachiojipm/awesome-perl,hachiojipm,203,203,41,3,2014-07-13T14:07:10Z
awesome-persian,https://github.com/fffaraz/awesome-persian,fffaraz,18,18,3,1,2014-07-28T13:37:02Z
awesome-php,https://github.com/ziadoz/awesome-php,ziadoz,9064,9064,1693,58,2013-11-26T03:14:19Z
awesome-pipeline,https://github.com/pditommaso/awesome-pipeline,pditommaso,39,39,8,1,2014-07-19T15:48:56Z
awesome-play1,https://github.com/PerfectCarl/awesome-play1,PerfectCarl,13,13,2,1,2014-07-16T14:15:08Z
awesome-ProductManager,https://github.com/hugo53/awesome-ProductManager,hugo53,25,25,3,0,2014-11-14T05:38:28Z
awesome-projects-boilerplates,https://github.com/melvin0008/awesome-projects-boilerplates,melvin0008,66,66,14,2,2015-01-17T06:09:25Z
awesome-puppet,https://github.com/olindata/awesome-puppet,olindata,7,7,3,0,2014-07-14T18:39:09Z
awesome-pyramid,https://github.com/ITCase/awesome-pyramid,ITCase,163,163,17,1,2014-09-05T12:17:59Z
awesome-python,https://github.com/kevmo/awesome-python,kevmo,1,1,0,0,2014-08-01T15:09:37Z
awesome-python,https://github.com/vinta/awesome-python,vinta,13838,13838,2276,132,2014-06-27T21:00:06Z
awesome-python-talks,https://github.com/jhermann/awesome-python-talks,jhermann,17,17,0,0,2014-09-13T02:39:52Z
awesome-public-datasets,https://github.com/caesar0301/awesome-public-datasets,caesar0301,5022,5022,551,2,2014-11-20T06:20:50Z
awesome-qt,https://github.com/skhaz/awesome-qt,skhaz,0,0,1,0,2014-07-29T20:12:57Z
awesome-R,https://github.com/qinwf/awesome-R,qinwf,867,867,301,15,2014-07-19T06:02:47Z
awesome-radio,https://github.com/kyleterry/awesome-radio,kyleterry,64,64,9,0,2014-08-31T23:11:58Z
awesome-rails,https://github.com/dpaluy/awesome-rails,dpaluy,11,11,1,0,2014-06-24T06:56:43Z
awesome-rails,https://github.com/ekremkaraca/awesome-rails,ekremkaraca,533,533,51,2,2014-07-20T00:22:19Z
awesome-rails,https://github.com/ruby-vietnam/awesome-rails,ruby-vietnam,20,20,12,1,2014-07-16T04:40:19Z
awesome-react,https://github.com/enaqx/awesome-react,enaqx,8403,8403,642,2,2014-08-06T05:31:44Z
awesome-recommender-system,https://github.com/Geek4IT/awesome-recommender-system,Geek4IT,1,1,0,0,2014-08-26T00:56:27Z
awesome-redux,https://github.com/xgrommx/awesome-redux,xgrommx,439,439,21,1,2015-07-05T23:33:49Z
awesome-regex,https://github.com/aloisdg/awesome-regex,aloisdg,42,42,2,8,2015-05-21T10:11:49Z
awesome-RemoteWork,https://github.com/hugo53/awesome-RemoteWork,hugo53,170,170,14,0,2014-11-14T13:14:42Z
awesome-ruby,https://github.com/markets/awesome-ruby,markets,4353,4353,505,70,2014-07-03T12:31:18Z
awesome-ruby,https://github.com/Sdogruyol/awesome-ruby,Sdogruyol,703,703,70,0,2014-07-03T10:31:05Z
awesome-rust,https://github.com/kud1ing/awesome-rust,kud1ing,971,971,61,1,2014-07-17T10:45:10Z
awesome-sarl,https://github.com/sarl/awesome-sarl,sarl,1,1,3,0,2014-08-25T11:52:19Z
awesome-sass,https://github.com/HugoGiraudel/awesome-sass,HugoGiraudel,387,387,29,0,2014-08-02T07:43:26Z
awesome-scala,https://github.com/lauris/awesome-scala,lauris,2267,2267,288,5,2014-07-08T08:13:52Z
awesome-security,https://github.com/sbilly/awesome-security,sbilly,172,172,16,0,2014-08-22T00:54:48Z
awesome-selenium,https://github.com/christian-bromann/awesome-selenium,christian-bromann,43,43,9,0,2014-07-25T19:38:14Z
awesome-selfhosted,https://github.com/Kickball/awesome-selfhosted,Kickball,3044,3044,193,29,2015-06-01T02:33:17Z
awesome-services,https://github.com/indrasantosa/awesome-services,indrasantosa,2,2,1,0,2014-09-12T05:47:13Z
awesome-sharepoint,https://github.com/sergey-tihon/awesome-sharepoint,sergey-tihon,27,27,9,1,2014-08-01T12:20:38Z
awesome-SharePoint,https://github.com/siaf/awesome-SharePoint,siaf,0,0,0,0,2014-08-25T15:44:10Z
awesome-shell,https://github.com/alebcay/awesome-shell,alebcay,4986,4986,372,2,2014-07-07T01:57:42Z
awesome-sheet-music,https://github.com/adius/awesome-sheet-music,adius,25,25,3,1,2014-11-12T12:34:58Z
awesome-sketch,https://github.com/diessica/awesome-sketch,diessica,294,294,17,2,2015-01-15T12:49:43Z
awesome-sphinxdoc,https://github.com/yoloseem/awesome-sphinxdoc,yoloseem,105,105,7,3,2014-10-13T07:36:19Z
awesome-sqlalchemy,https://github.com/dahlia/awesome-sqlalchemy,dahlia,870,870,54,2,2014-09-22T02:13:34Z
awesome-standard,https://github.com/feross/awesome-standard,feross,49,49,2,0,2015-08-09T16:33:22Z
awesome-stars,https://github.com/lichunqiang/awesome-stars,lichunqiang,17,17,7,1,2014-10-22T05:31:29Z
awesome-static-generators,https://github.com/myles/awesome-static-generators,myles,6,6,0,0,2014-09-14T17:05:13Z
awesome-styleguides,https://github.com/RichardLitt/awesome-styleguides,RichardLitt,203,203,28,3,2014-08-25T17:59:21Z
awesome-svg,https://github.com/willianjusten/awesome-svg,willianjusten,2591,2591,210,9,2014-09-19T05:11:57Z
awesome-swift,https://github.com/matteocrippa/awesome-swift,matteocrippa,4105,4105,506,4,2014-07-10T14:04:09Z
awesome-swift,https://github.com/Wolg/awesome-swift,Wolg,1267,1267,117,16,2014-07-12T17:08:44Z
awesome-symfony2,https://github.com/EmanueleMinotto/awesome-symfony2,EmanueleMinotto,389,389,63,0,2014-08-05T18:38:07Z
awesome-sysadmin,https://github.com/kahun/awesome-sysadmin,kahun,9197,9197,1322,136,2014-02-09T22:39:20Z
awesome-talks,https://github.com/JanVanRyswyck/awesome-talks,JanVanRyswyck,656,656,65,9,2014-01-17T20:32:22Z
awesome-umbraco,https://github.com/leekelleher/awesome-umbraco,leekelleher,27,27,3,0,2014-07-29T08:12:50Z
awesome-unity,https://github.com/RyanNielson/awesome-unity,RyanNielson,306,306,47,0,2014-07-25T01:22:07Z
awesome-vagrant,https://github.com/iJackUA/awesome-vagrant,iJackUA,90,90,3,0,2014-07-31T08:32:13Z
awesome-vim,https://github.com/akrawchyk/awesome-vim,akrawchyk,76,76,10,0,2014-07-31T12:33:38Z
awesome-vim,https://github.com/matteocrippa/awesome-vim,matteocrippa,41,41,7,4,2014-08-01T15:29:01Z
awesome-webcomponents,https://github.com/obetomuniz/awesome-webcomponents,obetomuniz,49,49,5,0,2015-04-30T20:33:04Z
awesome-web-scraping,https://github.com/lorien/awesome-web-scraping,lorien,4,4,1,0,2015-08-12T19:55:27Z
awesome-webservice,https://github.com/wapmorgan/awesome-webservice,wapmorgan,9,9,0,0,2014-08-20T17:11:12Z
awesome-weekly,https://github.com/jondot/awesome-weekly,jondot,71,71,12,8,2014-09-20T19:10:41Z
awesome-wikipedia,https://github.com/emijrp/awesome-wikipedia,emijrp,15,15,3,0,2014-07-01T18:17:55Z
awesome-wordpress,https://github.com/dropndot/awesome-wordpress,dropndot,9,9,1,0,2014-10-12T12:23:07Z
awesome-wordpress,https://github.com/endel/awesome-wordpress,endel,4,4,1,0,2014-10-06T02:24:22Z
awesome-wordpress,https://github.com/miziomon/awesome-wordpress,miziomon,29,29,3,0,2014-07-09T10:33:14Z
awesome-workshopper,https://github.com/therebelrobot/awesome-workshopper,therebelrobot,34,34,3,1,2015-02-24T15:58:04Z
awesome-wpo,https://github.com/davidsonfellipe/awesome-wpo,davidsonfellipe,5036,5036,372,2,2014-10-14T15:18:35Z
awesome-yamada,https://github.com/supermomonga/awesome-yamada,supermomonga,3,3,3,0,2014-07-15T02:48:12Z
awesome-yii,https://github.com/iJackUA/awesome-yii,iJackUA,147,147,25,1,2014-07-29T17:54:12Z
awesome-yii-1,https://github.com/wapmorgan/awesome-yii-1,wapmorgan,2,2,0,0,2014-08-21T19:09:23Z
awesome-zsh-plugins,https://github.com/unixorn/awesome-zsh-plugins,unixorn,638,638,32,0,2014-10-07T06:11:17Z
awesome,https://github.com/sindresorhus/awesome,sindresorhus,15534,15534,1624,5,2014-07-11T13:42:37Z
awesome-all,https://github.com/bradoyler/awesome-all,bradoyler,40,40,10,2,2014-07-12T02:09:54Z
awesome-android-awesomeness,https://github.com/yongjhih/awesome-android-awesomeness#awesomeness,yongjhih,20,20,2,0,2015-07-26T06:19:42Z
awesome-awesome,https://github.com/emijrp/awesome-awesome,emijrp,345,345,38,0,2014-07-01T13:27:50Z
awesome-awesome,https://github.com/erichs/awesome-awesome,erichs,30,30,14,1,2014-07-09T02:29:23Z
awesome-awesome,https://github.com/oyvindrobertsen/awesome-awesome,oyvindrobertsen,30,30,5,0,2014-07-11T14:54:12Z
awesome-awesomeness,https://github.com/bayandin/awesome-awesomeness,bayandin,13475,13475,1496,40,2014-07-08T05:44:19Z
awesome-awesomeness-zh_CN,https://github.com/justjavac/awesome-awesomeness-zh_CN,justjavac,540,540,174,2,2014-11-13T02:08:27Z
awesome-awesomes,https://github.com/fleveque/awesome-awesomes,fleveque,276,276,27,4,2014-07-09T08:12:22Z
awesome-collection,https://github.com/flyhigher139/awesome-collection,flyhigher139,57,57,13,0,2014-09-04T06:15:27Z
ListOfGithubLists,https://github.com/asciimoo/ListOfGithubLists,asciimoo,208,208,13,0,2013-12-31T17:32:54Z
list-of-lists,https://github.com/cyrusstoller/list-of-lists,cyrusstoller,9,9,0,0,2014-06-27T01:18:49Z
must-watch-list,https://github.com/adrianmoisey/must-watch-list,adrianmoisey,11,11,0,0,2014-07-16T08:04:09Z
wiki,https://github.com/huguangju/wiki,huguangju,16,16,8,0,2014-09-17T04:41:26Z
awesome-awesome-awesome,https://github.com/t3chnoboy/awesome-awesome-awesome,t3chnoboy,374,374,26,0,2014-07-13T13:31:24Z
awesomecubed,https://github.com/hunterboerner/awesomecubed,hunterboerner,3,3,0,0,2014-07-17T03:00:11Z
lologl,https://github.com/yaph/lologl,yaph,61,61,2,0,2014-07-11T18:55:47Z
meta-awesome,https://github.com/PatrickMcDonald/meta-awesome,PatrickMcDonald,8,8,1,0,2014-07-24T21:20:35Z
awesome-awesome-awesome-awesome,https://github.com/sindresorhus/awesome-awesome-awesome-awesome,sindresorhus,22,22,1,0,2014-07-13T16:24:27Z
awesome-power-of-5,https://github.com/therebelrobot/awesome-power-of-5,therebelbeta,6,6,0,0,2014-07-14T21:34:47Z
