name,url,author,num_watch,num_stars,num_forks,num_open_issues,last_updated,last_push
shellshocker-pocs,https://github.com/mubix/shellshocker-pocs,mubix,119,541,99,3,2015-10-07T22:06:34Z,2015-03-26T17:56:42Z
spawnedshelter,https://github.com/pyotrgalois/spawnedshelter,unbalancedparentheses,30,146,22,9,2015-10-11T11:06:00Z,2015-09-23T04:21:17Z
speech-language-processing,https://github.com/edobashira/speech-language-processing,edobashira,78,995,87,11,2015-10-11T18:55:27Z,2015-10-02T04:09:56Z
StartupKnowledgeBase,https://github.com/bnjs/StartupKnowledgeBase,bnjs,1,12,0,0,2015-10-02T02:01:21Z,2014-09-05T07:57:38Z
startup-must-watch,https://github.com/gerricchaplin/startup-must-watch,gerricchaplin,3,17,1,0,2015-08-20T06:37:37Z,2014-10-12T12:26:32Z
startupreadings,https://github.com/dennybritz/startupreadings,dennybritz,16,105,24,0,2015-10-06T08:23:27Z,2015-04-23T06:17:41Z
Startup-Resources,https://github.com/JonathanZWhite/startup-resources,JonathanZWhite,1,2,3,1,2015-05-12T16:34:43Z,2015-03-05T02:27:45Z
staticsitegenerators-list,https://github.com/jaspervdj/static-site-generator-comparison,bevry,12,104,147,8,2015-10-11T02:58:11Z,2015-10-10T23:06:29Z
Static-Site-Generators,https://github.com/pinceladasdaweb/Static-Site-Generators,pinceladasdaweb,26,323,58,0,2015-10-08T15:21:39Z,2015-09-22T20:42:11Z
streaming-papers,https://github.com/sorenmacbeth/streaming-papers,sorenmacbeth,26,128,13,0,2015-10-05T20:18:26Z,2015-09-06T23:02:44Z
sublime,https://github.com/JaredCubilla/sublime,JaredCubilla,51,419,39,2,2015-10-09T03:57:27Z,2015-09-16T18:44:24Z
sublime-bookmarks,https://github.com/dreikanter/sublime-bookmarks,dreikanter,27,279,16,1,2015-10-08T20:05:16Z,2015-09-28T10:59:50Z
SwiftInFlux,https://github.com/ksm/SwiftInFlux,ksm,345,1912,86,15,2015-10-09T21:11:04Z,2015-06-11T22:04:01Z
tech-weekly,https://github.com/adrianmoisey/tech-weekly,adrianmoisey,1,3,1,0,2015-08-20T07:21:38Z,2014-08-20T10:28:04Z
Toolbox,https://github.com/Dillion/Toolbox,Dillion,3,12,1,0,2015-09-01T08:43:02Z,2015-05-31T13:30:01Z
tool_lists,https://github.com/johnyf/tool_lists,johnyf,24,57,8,0,2015-10-07T23:46:09Z,2015-09-25T01:54:32Z
tools,https://github.com/lvwzhen/tools,lvwzhen,20,154,20,2,2015-10-11T02:11:45Z,2015-09-10T09:13:08Z
ToolsOfTheTrade,https://github.com/cjbarber/ToolsOfTheTrade,cjbarber,274,5943,585,49,2015-10-10T13:40:04Z,2015-10-02T21:16:01Z
trending-repositories,https://github.com/Semigradsky/trending-repositories,Semigradsky,3,7,0,0,2015-10-09T12:27:22Z,2015-10-10T11:58:28Z
trip-to-iOS,https://github.com/Aufree/trip-to-iOS,Aufree,530,3809,1212,0,2015-10-11T23:47:16Z,2015-09-29T09:34:01Z
twofactorauth,https://github.com/jdavis/twofactorauth,2factorauth,47,652,502,19,2015-10-11T18:56:22Z,2015-10-11T14:52:24Z
type-findings,https://github.com/charlespeters/type-findings,charlespeters,2,13,0,0,2015-08-18T09:18:57Z,2014-10-13T07:11:29Z
universities-on-github,https://github.com/filler/universities-on-github,filler,3,22,21,1,2015-09-29T02:43:16Z,2015-09-23T18:47:06Z
web-audio-resources,https://github.com/alemangui/web-audio-resources,alemangui,4,6,1,0,2015-10-04T22:28:56Z,2015-10-06T21:19:53Z
WebComponents-Polymer-Resources,https://github.com/matthiasn/WebComponents-Polymer-Resources,matthiasn,2,7,0,0,2014-12-27T16:19:27Z,2014-08-29T13:22:40Z
webcomponents-the-right-way,https://github.com/mateusortiz/webcomponents-the-right-way,mateusortiz,65,736,40,4,2015-10-07T21:44:21Z,2015-10-05T17:16:33Z
webdev-jokes,https://github.com/jerstew/webdev-jokes,jerstew,4,18,6,0,2015-08-24T10:04:10Z,2015-08-17T19:23:25Z
webdevresourcecuration,https://github.com/lwakefield/webdevresourcecuration,lwakefield,1,3,0,0,2015-08-24T12:19:50Z,2014-10-04T03:54:17Z
web-dev-resources,https://github.com/ericandrewlewis/web-dev-resources,ericandrewlewis,1,16,3,0,2015-08-29T09:05:44Z,2015-05-10T11:46:18Z
web-development-resources,https://github.com/MasonONeal/web-development-resources,MasonONeal,1,1,0,0,2015-07-27T17:20:01Z,2014-11-24T01:57:47Z
weekly,https://github.com/zenany/weekly,zenany,192,558,134,0,2015-10-10T04:54:51Z,2015-10-11T13:44:58Z
WishThereWas,https://github.com/zavelevsky/WishThereWas,zavelevsky,15,40,2,2,2015-08-14T15:46:40Z,2015-04-22T23:39:14Z
Worth-Reading-the-Android-technical-articles,https://github.com/zmywly8866/Worth-Reading-the-Android-technical-articles,zmywly8866,51,309,131,1,2015-10-09T16:31:47Z,2015-08-16T10:29:53Z
awesome-2048-and-beyond,https://github.com/cstrap/awesome-2048-and-beyond,cstrap,1,9,6,0,2015-08-22T21:42:18Z,2014-07-18T12:38:52Z
awesome-a11y,https://github.com/brunopulis/awesome-a11y,brunopulis,11,68,9,0,2015-10-07T21:46:12Z,2015-10-05T17:07:21Z
awesome-acf,https://github.com/reyhoun/awesome-acf,navidkashani,25,177,18,2,2015-10-08T21:04:25Z,2015-09-11T05:18:25Z
awesome-activeadmin,https://github.com/serradura/awesome-activeadmin,serradura,11,91,6,0,2015-10-08T10:52:17Z,2015-07-14T22:31:23Z
awesome-algorithms,https://github.com/tayllan/awesome-algorithms,tayllan,93,923,129,0,2015-10-11T15:45:03Z,2015-10-05T20:39:25Z
awesome-analytics,https://github.com/onurakpolat/awesome-analytics,onurakpolat,34,225,53,8,2015-10-10T03:35:46Z,2015-08-24T16:02:51Z
awesome-android,https://github.com/Jackgris/awesome-android,Jackgris,2,8,3,0,2015-01-21T15:07:00Z,2014-10-10T16:00:54Z
awesome-android,https://github.com/JStumpp/awesome-android,JStumpp,179,1518,282,1,2015-10-11T15:36:34Z,2015-10-10T15:15:10Z
awesome-android,https://github.com/snowdream/awesome-android,snowdream,297,2755,674,1,2015-10-11T13:40:14Z,2015-10-11T21:33:41Z
awesome-android-awesomeness,https://github.com/yongjhih/awesome-android-awesomeness,yongjhih,3,27,3,0,2015-09-30T03:42:23Z,2015-10-08T22:54:06Z
awesome-android-libraries,https://github.com/wasabeef/awesome-android-libraries,wasabeef,167,1522,313,5,2015-10-11T14:21:50Z,2015-10-11T20:45:00Z
awesome-android-performance,https://github.com/Juude/awesome-android-performance,Juude,78,1180,110,2,2015-10-11T22:08:30Z,2015-09-25T12:59:54Z
awesome-android-ui,https://github.com/wasabeef/awesome-android-ui,wasabeef,1140,9585,2395,20,2015-10-11T20:37:07Z,2015-09-25T07:59:34Z
awesome-angular,https://github.com/hugoleodev/awesome-angular,hugoleodev,1,13,0,0,2015-10-06T04:37:01Z,2014-07-16T17:48:27Z
awesome-angularjs,https://github.com/gianarb/awesome-angularjs,gianarb,106,1035,144,1,2015-10-11T13:11:35Z,2015-09-02T03:14:14Z
awesome-answers,https://github.com/jugoncalves/awesome-answers,jugoncalves,26,246,29,0,2015-10-10T20:23:42Z,2015-08-14T14:48:05Z
awesome-apple,https://github.com/joeljfischer/awesome-apple,joeljfischer,36,470,71,2,2015-10-10T03:35:56Z,2015-02-06T23:47:16Z
awesome-appsec,https://github.com/paragonie/awesome-appsec,paragonie,88,1186,61,10,2015-10-11T17:05:26Z,2015-10-07T05:04:55Z
awesome-arabic,https://github.com/OthmanAba/awesome-arabic,OthmanAba,1,5,0,0,2015-08-25T05:36:41Z,2014-11-14T21:09:35Z
awesome-asciidoc,https://github.com/bodiam/awesome-asciidoc,bodiam,6,9,1,0,2015-07-17T04:34:42Z,2015-08-08T06:30:54Z
awesome-asciidoctor,https://github.com/dongwq/awesome-asciidoctor,dongwq,1,2,0,0,2015-02-09T16:35:54Z,2014-10-28T04:54:51Z
awesome-asm,https://github.com/mat0thew/awesome-asm,mat0thew,4,30,10,0,2015-10-10T13:39:39Z,2015-10-10T09:50:33Z
awesome-AutoHotkey,https://github.com/ahkscript/awesome-AutoHotkey,ahkscript,29,134,29,8,2015-10-06T16:53:42Z,2015-10-09T18:40:07Z
awesome-AutoIt,https://github.com/J2TeaM/awesome-AutoIt,J2TeaM,3,10,10,0,2015-10-08T10:40:58Z,2015-09-22T09:43:24Z
awesome-avr,https://github.com/fffaraz/awesome-avr,fffaraz,5,15,9,0,2015-09-08T01:13:55Z,2015-08-16T22:12:14Z
awesome-backbone,https://github.com/instanceofpro/awesome-backbone,instanceofpro,19,261,25,0,2015-10-09T11:40:04Z,2015-09-22T13:35:38Z
awesome-bem,https://github.com/floatdrop/awesome-bem,getbem,5,25,3,1,2015-09-28T21:34:22Z,2015-03-11T07:17:41Z
awesome-bigdata,https://github.com/onurakpolat/awesome-bigdata,onurakpolat,400,2471,580,0,2015-10-11T22:02:37Z,2015-10-04T20:15:27Z
Awesome-Bioinformatics,https://github.com/danielecook/Awesome-Bioinformatics,danielecook,2,11,3,0,2015-08-17T18:51:50Z,2015-07-07T19:55:28Z
awesome-bitcoin,https://github.com/igorbarinov/awesome-bitcoin,igorbarinov,9,35,5,0,2015-10-09T09:56:43Z,2015-08-15T18:31:15Z
awesome-bootstrap,https://github.com/therebelrobot/awesome-bootstrap,therebelrobot,18,143,11,1,2015-10-07T17:34:30Z,2015-10-08T18:42:01Z
awesome-c,https://github.com/kozross/awesome-c,kozross,83,833,103,3,2015-10-10T03:33:51Z,2015-02-28T20:16:25Z
awesome-cakephp,https://github.com/FriendsOfCake/awesome-cakephp,FriendsOfCake,80,290,89,2,2015-10-11T03:52:23Z,2015-10-08T05:48:11Z
awesome-cassandra,https://github.com/yikebocai/awesome-cassandra,yikebocai,0,0,1,0,2014-07-23T00:29:47Z,2014-07-25T06:06:41Z
awesome-chef,https://github.com/obazoud/awesome-chef,obazoud,10,17,4,0,2015-09-08T08:58:51Z,2014-10-18T20:24:56Z
awesome-ci,https://github.com/pditommaso/awesome-ci,pditommaso,1,4,0,0,2015-09-15T16:32:34Z,2015-02-18T15:19:53Z
awesome-cl,https://github.com/kozross/awesome-cl,CodyReichert,36,202,16,3,2015-10-09T05:29:10Z,2015-08-20T23:37:03Z
awesome-clojure,https://github.com/razum2um/awesome-clojure,razum2um,46,463,51,2,2015-10-10T05:32:45Z,2015-10-11T18:45:08Z
awesome-cloud,https://github.com/JStumpp/awesome-cloud,JStumpp,5,19,9,0,2015-10-04T04:15:43Z,2014-07-13T14:59:17Z
awesome-cloud-storage,https://github.com/wapmorgan/awesome-cloud-storage,wapmorgan,2,3,0,0,2015-07-27T17:13:26Z,2014-08-28T20:48:45Z
awesome-code-formatters,https://github.com/rishirdua/awesome-code-formatters,rishirdua,1,3,1,0,2015-09-15T17:10:04Z,2015-09-15T18:14:10Z
awesome-coldfusion,https://github.com/seancoyne/awesome-coldfusion,seancoyne,9,24,11,1,2015-10-02T22:31:15Z,2015-09-14T13:22:37Z
awesome-conservation-tech,https://github.com/anselmbradford/awesome-conservation-tech,anselmbradford,1,0,0,0,2015-09-13T06:48:04Z,2015-10-11T15:35:27Z
awesome-community,https://github.com/peterkokot/awesome-community,peterkokot,3,12,4,0,2015-10-10T19:53:30Z,2015-10-05T18:17:47Z
awesome-comparisons,https://github.com/dhamaniasad/awesome-comparisons,dhamaniasad,3,2,0,0,2015-07-27T17:13:41Z,2014-12-14T12:37:31Z
awesome-computer-vision,https://github.com/AGV-IIT-KGP/awesome-computer-vision,AGV-IIT-KGP,24,6,5,3,2015-06-04T03:29:58Z,2014-12-03T17:51:10Z
awesome-conference-playlists,https://github.com/chentsulin/awesome-conference-playlists,chentsulin,1,2,0,0,2014-10-19T07:51:58Z,2015-02-11T07:16:11Z
awesome-conferences,https://github.com/RichardLitt/awesome-conferences,RichardLitt,30,309,53,9,2015-10-11T09:46:12Z,2015-09-29T11:57:21Z
awesome-container,https://github.com/tcnksm/awesome-container,tcnksm,6,49,4,1,2015-09-16T07:59:15Z,2015-07-04T15:42:30Z
awesome-cordova,https://github.com/busterc/awesome-cordova,busterc,15,74,10,0,2015-10-03T15:51:02Z,2015-10-06T16:28:45Z
awesome-courses,https://github.com/prakhar1989/awesome-courses,prakhar1989,1296,13275,1740,11,2015-10-11T22:12:36Z,2015-10-08T02:56:55Z
awesome-cpp,https://github.com/fffaraz/awesome-cpp,fffaraz,486,3566,655,14,2015-10-11T22:53:37Z,2015-10-04T17:14:33Z
awesome-crystal,https://github.com/veelenga/awesome-crystal,veelenga,15,111,5,0,2015-10-09T13:44:57Z,2015-10-09T05:45:10Z
awesome-css,https://github.com/deepakbhattarai/awesome-css,bring2dip,2,5,0,0,2015-08-18T22:53:55Z,2014-10-10T04:57:17Z
awesome-css,https://github.com/ikkou/awesome-css,ikkou,6,48,9,7,2015-10-09T03:03:36Z,2015-04-15T08:00:58Z
awesome-cyclejs,https://github.com/vic/awesome-cyclejs,vic,14,67,7,0,2015-10-11T20:07:50Z,2015-10-10T11:40:45Z
awesome-d,https://github.com/zhaopuming/awesome-d,zhaopuming,15,86,16,0,2015-10-09T11:52:15Z,2015-10-09T04:39:51Z
awesome-d3,https://github.com/wbkd/awesome-d3,wbkd,110,2548,82,0,2015-10-11T01:15:08Z,2015-09-10T16:24:13Z
awesome-dart,https://github.com/yissachar/awesome-dart,yissachar,23,107,20,2,2015-10-06T15:48:48Z,2015-10-07T05:47:26Z
awesome-dashboard,https://github.com/obazoud/awesome-dashboard,obazoud,10,82,9,0,2015-10-08T14:30:28Z,2015-02-11T11:54:54Z
awesome-data-engineering,https://github.com/igorbarinov/awesome-data-engineering,igorbarinov,37,288,28,0,2015-10-11T15:18:12Z,2015-09-29T03:48:31Z
awesome-datascience,https://github.com/okulbilisim/awesome-datascience,okulbilisim,333,1683,365,0,2015-10-11T17:58:56Z,2015-10-05T07:29:22Z
awesome-datasets,https://github.com/viisar/awesome-datasets,viisar,6,11,2,0,2015-10-11T11:20:31Z,2014-11-12T13:50:21Z
awesome-db,https://github.com/numetriclabz/awesome-db,numetriclabz,15,120,19,8,2015-10-10T03:36:51Z,2015-08-21T10:10:52Z
awesome-ddd,https://github.com/wkjagt/awesome-ddd,wkjagt,2,1,0,0,2015-04-29T08:15:39Z,2014-07-20T15:02:23Z
awesome-delphi,https://github.com/Fr0sT-Brutal/awesome-delphi,Fr0sT-Brutal,37,81,18,0,2015-10-06T07:16:40Z,2015-09-10T11:53:40Z
awesome-derby,https://github.com/onerussell/awesome-derby,russll,3,8,0,0,2015-06-11T13:13:16Z,2014-08-26T14:37:26Z
awesome-design,https://github.com/troyericg/awesome-design,troyericg,3,16,0,0,2015-10-10T04:45:21Z,2014-12-02T17:49:22Z
awesome-devenv,https://github.com/jondot/awesome-devenv,jondot,31,260,31,2,2015-10-09T17:51:29Z,2015-10-07T18:24:46Z
awesome-devtools,https://github.com/moimikey/awesome-devtools,moimikey,7,16,0,0,2015-10-09T19:57:27Z,2015-08-17T17:37:40Z
awesome-django,https://github.com/rosarior/awesome-django,rosarior,279,2776,432,23,2015-10-11T23:02:10Z,2015-10-11T23:38:17Z
awesome-django-cms,https://github.com/mishbahr/awesome-django-cms,mishbahr,15,50,2,0,2015-10-10T18:57:51Z,2015-09-13T23:25:20Z
awesome-docker,https://github.com/anildigital/awesome-docker,anildigital,6,17,4,2,2015-06-21T17:54:57Z,2015-04-03T18:20:29Z
awesome-docker,https://github.com/veggiemonk/awesome-docker,veggiemonk,168,1554,171,1,2015-10-11T19:49:10Z,2015-10-10T18:53:41Z
awesome-doctrine,https://github.com/TomasVotruba/awesome-doctrine,TomasVotruba,15,65,2,0,2015-09-24T20:42:24Z,2015-10-03T20:56:39Z
awesome-dojo,https://github.com/peterkokot/awesome-dojo,peterkokot,7,34,6,0,2015-10-09T19:19:03Z,2015-10-08T20:48:12Z
awesome-dotfiles,https://github.com/webpro/awesome-dotfiles,webpro,34,489,27,1,2015-10-11T17:43:54Z,2015-08-31T09:43:21Z
awesome-dotnet,https://github.com/quozd/awesome-dotnet,quozd,173,1016,184,10,2015-10-10T13:52:47Z,2015-10-09T16:40:43Z
awesome-drupal,https://github.com/mrsinguyen/awesome-drupal,mrsinguyen,1,6,2,3,2015-09-26T05:56:11Z,2015-05-04T04:01:50Z
awesome-drupal,https://github.com/quyenbui/awesome-drupal,quyenbui,1,0,0,0,2014-10-01T23:36:35Z,2014-09-25T01:42:28Z
awesome-drupal,https://github.com/emincansumer/awesome-drupal,emincansumer,2,0,0,0,2014-09-15T07:17:07Z,2014-12-26T12:36:05Z
awesome-educate,https://github.com/mercer/awesome-educate,mercer,1,6,1,0,2015-07-20T16:33:16Z,2015-09-16T04:35:44Z
awesome-elm,https://github.com/isRuslan/awesome-elm,isRuslan,8,101,2,0,2015-10-11T06:37:41Z,2015-09-26T08:44:34Z
awesome-emacs,https://github.com/emacs-tw/awesome-emacs,emacs-tw,160,1182,121,6,2015-10-11T23:48:48Z,2015-09-30T03:22:16Z
awesome-emacs,https://github.com/sefakilic/awesome-emacs,sefakilic,1,4,0,0,2015-08-23T09:18:58Z,2014-07-30T22:03:43Z
awesome-emacs,https://github.com/tacticiankerala/awesome-emacs,tacticiankerala,1,9,0,0,2015-08-23T09:19:07Z,2014-07-28T21:09:21Z
awesome-ember,https://github.com/nmec/awesome-ember,nmec,12,89,8,4,2015-10-10T01:07:23Z,2015-08-05T08:11:27Z
awesome-electron,https://github.com/sindresorhus/awesome-electron,sindresorhus,166,2765,162,5,2015-10-11T23:53:29Z,2015-10-10T14:28:08Z
awesome-elixir,https://github.com/h4cc/awesome-elixir,h4cc,146,1958,178,283,2015-10-11T11:18:28Z,2015-10-11T15:20:59Z
awesome-endless-codeforall-list,https://github.com/RobTranquillo/awesome-endless-codeforall-list,RobTranquillo,3,3,0,0,2015-10-01T16:15:00Z,2014-07-21T10:44:23Z
awesome-erlang,https://github.com/drobakowski/awesome-erlang,drobakowski,36,289,45,15,2015-10-11T15:26:02Z,2015-08-16T07:47:16Z
not-awesome-es6-classes,https://github.com/joshburgess/not-awesome-es6-classes,joshburgess,11,197,5,0,2015-10-12T00:03:22Z,2015-10-11T00:05:22Z
awesome-events,https://github.com/planetruby/awesome-events,planetruby,23,146,46,0,2015-10-10T15:52:03Z,2015-09-27T11:38:30Z
awesome-fantasy,https://github.com/r7kamura/awesome-fantasy,r7kamura,3,55,1,0,2015-08-30T09:45:27Z,2015-08-26T06:13:40Z
awesome-flask,https://github.com/humiaozuzu/awesome-flask,humiaozuzu,150,1512,197,2,2015-10-11T22:50:29Z,2015-10-11T05:18:24Z
awesome-flexbox,https://github.com/afonsopacifer/awesome-flexbox,afonsopacifer,8,63,1,0,2015-10-11T14:48:05Z,2015-10-11T18:39:52Z
awesome-fortran,https://github.com/rabbiabram/awesome-fortran,rabbiabram,9,43,11,2,2015-10-10T13:27:16Z,2015-08-07T14:53:18Z
awesome-fp-js,https://github.com/stoeffel/awesome-fp-js,stoeffel,9,35,1,1,2015-10-09T18:51:42Z,2015-10-01T14:07:21Z
awesome-github,https://github.com/fffaraz/awesome-github,fffaraz,9,60,13,2,2015-10-09T10:32:22Z,2015-07-02T16:01:01Z
awesome-github,https://github.com/Kikobeats/awesome-github,Kikobeats,15,125,10,1,2015-10-10T17:43:37Z,2015-09-25T10:21:35Z
awesome-github-repo,https://github.com/flyhigher139/awesome-github-repo,flyhigher139,69,422,102,0,2015-10-07T19:38:02Z,2015-05-27T08:57:48Z
awesome-go,https://github.com/avelino/awesome-go,avelino,692,9032,972,78,2015-10-11T23:52:55Z,2015-10-11T16:20:43Z
awesome-go-books,https://github.com/airballoon/awesome-go-books,heatroom,1,5,0,0,2015-08-18T23:01:54Z,2014-08-15T10:12:08Z
awesome-grails,https://github.com/hitenpratap/awesome-grails,hitenpratap,1,0,1,0,2014-07-17T05:34:06Z,2014-07-18T17:17:56Z
awesome-groovy,https://github.com/kdabir/awesome-groovy,kdabir,33,201,14,1,2015-10-09T10:15:30Z,2015-10-11T13:49:14Z
awesome-gulp,https://github.com/alferov/awesome-gulp,alferov,8,40,1,1,2015-10-11T19:15:56Z,2015-09-30T02:39:02Z
awesome-gyazo,https://github.com/gyazo/awesome-gyazo,gyazo,7,6,0,0,2015-09-17T07:39:46Z,2015-09-07T08:02:46Z
awesome-hadoop,https://github.com/youngwookim/awesome-hadoop,youngwookim,46,215,58,0,2015-10-11T16:53:56Z,2015-09-09T12:49:08Z
awesome-haskell,https://github.com/krispo/awesome-haskell,krispo,66,487,40,3,2015-10-11T18:18:53Z,2015-08-07T14:53:37Z
awesome-hierarchical-matrices,https://github.com/gchavez2/awesome-hierarchical-matrices,gchavez2,2,0,1,0,2015-03-23T19:34:43Z,2015-08-24T14:11:20Z
awesome-honeypots,https://github.com/paralax/awesome-honeypots,paralax,45,306,53,2,2015-10-11T19:53:29Z,2015-10-01T17:21:11Z
awesome-html5,https://github.com/diegocard/awesome-html5,diegocard,48,333,24,0,2015-10-09T07:20:39Z,2015-09-03T17:30:30Z
awesome-IoT-hybrid,https://github.com/weblancaster/awesome-hybrid,weblancaster,20,101,14,1,2015-10-11T12:44:22Z,2015-08-07T15:42:56Z
awesome-influxdb,https://github.com/mark-rushakoff/awesome-influxdb,mark-rushakoff,9,32,2,0,2015-10-08T05:25:19Z,2015-08-15T05:02:37Z
awesome-ios,https://github.com/vsouza/awesome-ios,vsouza,584,6722,1085,9,2015-10-11T22:13:59Z,2015-10-11T13:50:32Z
awesome-ios-ui,https://github.com/cjwirth/awesome-ios-ui,cjwirth,463,6458,671,8,2015-10-11T17:59:22Z,2015-10-11T01:40:04Z
awesome-IoT,https://github.com/dharmeshkakadia/awesome-IoT,dharmeshkakadia,7,9,0,0,2015-08-18T10:04:40Z,2014-09-27T13:38:47Z
awesome-java,https://github.com/akullpp/awesome-java,akullpp,585,4389,832,16,2015-10-11T23:04:14Z,2015-10-10T14:18:21Z
awesome-javascript,https://github.com/sorrycc/awesome-javascript,sorrycc,318,4105,526,8,2015-10-11T18:52:36Z,2015-10-10T18:34:12Z
awesome-javascript-books,https://github.com/airballoon/awesome-javascript-books,heatroom,11,50,5,0,2015-09-27T09:32:49Z,2015-03-25T00:16:17Z
awesome-jquery,https://github.com/peterkokot/awesome-jquery,peterkokot,8,67,10,0,2015-10-10T10:00:57Z,2015-10-02T13:28:29Z
awesome-julia,https://github.com/melvin0008/awesome-julia,melvin0008,2,6,4,0,2015-08-05T17:46:38Z,2015-01-23T23:23:21Z
awesome-jvm,https://github.com/deephacks/awesome-jvm,deephacks,6,17,2,0,2015-10-10T02:21:56Z,2015-10-04T11:11:58Z
awesome-knockout,https://github.com/dnbard/awesome-knockout,dnbard,2,32,1,4,2015-08-22T18:55:02Z,2015-08-14T13:45:40Z
awesome-koans,https://github.com/ahmdrefat/awesome-koans,ahmdrefat,14,117,14,3,2015-10-10T16:07:45Z,2015-08-10T13:24:14Z
awesome-languages,https://github.com/perfaram/awesome-languages,perfaram,1,2,0,0,2015-03-27T19:42:09Z,2015-08-11T08:21:05Z
awesome-laravel,https://github.com/chiraggude/awesome-laravel,chiraggude,234,1721,331,1,2015-10-11T22:41:35Z,2015-10-11T23:27:43Z
awesome-laravel,https://github.com/TimothyDJones/awesome-laravel,TimothyDJones,25,106,24,1,2015-10-10T00:00:41Z,2015-10-08T17:36:07Z
awesome-linguistics,https://github.com/sexybiggetje/awesome-linguistics,theimpossibleastronaut,9,21,2,0,2015-09-19T13:52:50Z,2015-08-07T16:51:03Z
awesome-linux,https://github.com/aleksandar-todorovic/awesome-linux,aleksandar-todorovic,21,190,10,4,2015-10-11T12:56:51Z,2015-10-09T19:20:08Z
awesome-linuxaudio,https://github.com/nodiscc/awesome-linuxaudio,nodiscc,10,47,3,2,2015-10-08T13:45:55Z,2015-10-09T21:57:06Z
awesome-logging,https://github.com/roundrobin/awesome-logging,roundrobin,1,4,0,0,2015-08-16T20:44:02Z,2014-11-21T03:59:16Z
awesome-lua,https://github.com/forhappy/awesome-lua,forhappy,14,89,8,1,2015-10-07T17:13:01Z,2014-08-19T01:32:33Z
awesome-lua,https://github.com/LewisJEllis/awesome-lua,LewisJEllis,58,638,55,4,2015-10-10T20:33:23Z,2015-10-07T11:30:44Z
awesome-luvit,https://github.com/luvit/awesome-luvit,luvit,1,5,0,0,2015-05-13T19:06:08Z,2014-08-21T16:27:29Z
awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,josephmisiti,877,7504,1605,2,2015-10-11T22:50:38Z,2015-10-08T14:39:23Z
awesome-malware-analysis,https://github.com/rshipp/awesome-malware-analysis,rshipp,89,418,87,0,2015-10-09T14:44:28Z,2015-10-09T05:47:54Z
awesome-meteor,https://github.com/gillesfabio/awesome-meteor,Urigo,25,223,28,0,2015-10-11T06:02:32Z,2015-10-07T04:50:26Z
awesome-mesos,https://github.com/dharmeshkakadia/awesome-mesos,dharmeshkakadia,29,148,21,2,2015-10-06T19:30:13Z,2015-10-11T16:18:51Z
awesome-mesos,https://github.com/parolkar/awesome-mesos,parolkar,2,1,1,0,2014-11-20T17:31:00Z,2014-10-19T12:15:56Z
Awesome-Networking,https://github.com/clowwindy/Awesome-Networking,clowwindy,63,968,127,0,2015-10-11T11:38:21Z,2015-09-02T12:56:22Z
awesome-newsletters,https://github.com/vredniy/awesome-newsletters,vredniy,17,192,16,2,2015-10-10T09:55:55Z,2015-10-08T16:46:25Z
awesome-nodejs,https://github.com/sindresorhus/awesome-nodejs,sindresorhus,586,8538,866,0,2015-10-11T23:22:16Z,2015-10-11T16:14:58Z
awesome-nodejs,https://github.com/vndmtrx/awesome-nodejs,vndmtrx,68,741,90,2,2015-10-11T16:15:28Z,2015-10-03T21:42:40Z
awesome-ntnu,https://github.com/michaelmcmillan/awesome-ntnu,michaelmcmillan,4,11,4,1,2015-05-04T20:27:21Z,2015-05-14T17:58:22Z
awesome-objc-frameworks,https://github.com/XCGit/awesome-objc-frameworks,XCGit,15,162,59,0,2015-10-10T03:19:09Z,2015-09-26T01:00:38Z
awesome-apple,https://github.com/joeljfischer/awesome-objc-swift,joeljfischer,36,470,71,2,2015-10-10T03:35:56Z,2015-02-06T23:47:16Z
awesome-ocaml,https://github.com/rizo/awesome-ocaml,rizo,54,410,34,6,2015-10-10T06:06:43Z,2015-10-11T16:25:44Z
awesome-open-science,https://github.com/silky/awesome-open-science,silky,2,21,5,0,2015-09-19T23:26:47Z,2015-08-02T23:50:57Z
awesome-opensource-documents,https://github.com/nacyot/awesome-opensource-documents,nacyot,67,738,63,4,2015-10-10T03:15:46Z,2015-10-01T09:18:44Z
awesome-osx,https://github.com/iCHAIT/awesome-osx,iCHAIT,122,2596,140,34,2015-10-11T23:09:12Z,2015-10-09T10:19:27Z
awesome-pcaptools,https://github.com/caesar0301/awesome-pcaptools,caesar0301,29,197,26,5,2015-10-11T08:19:14Z,2015-10-07T17:32:38Z
awesome-pentest,https://github.com/enaqx/awesome-pentest,enaqx,177,1224,248,8,2015-10-11T23:39:34Z,2015-10-05T02:16:44Z
awesome-perfocards,https://github.com/Wolg/awesome-perfocards,Wolg,1,0,0,0,2015-03-17T12:38:13Z,2014-07-16T06:34:18Z
awesome-perl,https://github.com/hachiojipm/awesome-perl,hachiojipm,62,219,43,3,2015-10-10T03:34:35Z,2015-10-05T15:11:34Z
awesome-persian,https://github.com/fffaraz/awesome-persian,fffaraz,6,22,3,1,2015-10-10T03:54:40Z,2015-07-15T17:45:40Z
awesome-phalcon,https://github.com/sergeyklay/awesome-phalcon,sergeyklay,19,89,18,1,2015-10-11T10:10:32Z,2015-10-10T12:10:29Z
